"Year","Crop","Location","Mean_Yield"
"2014","SOYBEANS","Central Farm_1-14A",76.9859584634235
"2014","SOYBEANS","Central Farm_1-14B",72.1470638409905
"2014","SOYBEANS","Central Farm_1-14C",63.9326498243544
"2014","SOYBEANS","Central Farm_1-20A",70.6184694495186
"2014","SOYBEANS","Central Farm_1-20B",77.7454327585179
"2014","SOYBEANS","Central Farm_1-20C",62.8387549817562
"2014","SOYBEANS","Central Farm_2-32A",68.9594590164661
"2014","SOYBEANS","Central Farm_2-51",61.9281843100991
"2014","SOYBEANS","Central Farm_2-71",70.5855034802841
"2014","SOYBEANS","Central Farm_2-72",59.8094390122938
"2014","SOYBEANS","Central Farm_4-16",49.8950181708114
"2014","SOYBEANS","Central Farm_4-23A",54.3122191259762
"2014","SOYBEANS","Central Farm_4-25",71.6203302260766
"2014","CORN","CentralFarm_1_7",117.582912169742
"2014","CORN","CentralFarm_2_32B",128.78173492155
"2014","CORN","CentralFarm_4_7",80.6354774180062
"2014","CORN","East Farm_5-12",158.302683779074
"2014","CORN","East Farm_5-21",149.435875581769
"2014","SOYBEANS","East Farm_5-23",62.4247208827999
"2014","CORN","East Farm_5-3A",129.608855051484
"2014","CORN","East Farm_5-3D",130.793414332072
"2014","SOYBEANS","East Farm_5-45A",50.8374540830813
"2014","SOYBEANS","East Farm_5-45D",35.5650481734577
"2014","CORN","East Farm_5_3B",133.210985438137
"2014","CORN","East Farm_5_3C",133.530448795264
"2014","CORN","East Farm_6_64",126.605188364412
"2014","SOYBEANS","Linkage Farm_EB-3",50.9199270644306
"2015","SOYBEANS","APU_1-98",18.6023403775817
"2015","WHEAT","APU_1",27.8654368583236
"2015","CORN","APU_7",125.869162901939
"2015","SOYBEANS","Central Farm_1-13",50.213517263426
"2015","CORN","Central Farm_1-14A",173.066820435346
"2015","CORN","Central Farm_1-14B",86.8183270838621
"2015","SOYBEANS","Central Farm_1-14B",44.1675668160631
"2015","SOYBEANS","Central Farm_1-14C",45.6071753649178
"2015","SOYBEANS","Central Farm_1-20A",33.0241052459816
"2015","SOYBEANS","Central Farm_1-20B",46.8744872367545
"2015","SOYBEANS","Central Farm_1-20C",50.7054793909976
"2015","SOYBEANS","Central Farm_1-21",48.2695572275055
"2015","CORN","Central Farm_1-30",147.527657024275
"2015","CORN","Central Farm_1-32",125.305451356096
"2015","SOYBEANS","Central Farm_1-33",39.583780890856
"2015","SOYBEANS","Central Farm_1-34",40.7943848817877
"2015","SOYBEANS","Central Farm_1-37",59.8775458339073
"2015","CORN","Central Farm_1-7",84.0201261035241
"2015","SOYBEANS","Central Farm_1-7",42.1184926384248
"2015","CORN","Central Farm_1-9",62.1883654312739
"2015","SOYBEANS","Central Farm_1-9",21.9739163226783
"2015","WHEAT","Central Farm_1-9",46.0018075481442
"2015","SOYBEANS","Central Farm_2-13",27.7182211988418
"2015","WHEAT","Central Farm_2-13",46.1273567635757
"2015","CORN","Central Farm_2-37B",119.465339917239
"2015","SOYBEANS","Central Farm_2-66",41.9922971092165
"2015","SOYBEANS","Central Farm_2-67",37.5827308089948
"2015","CORN","Central Farm_2-68A",107.134048416433
"2015","CORN","Central Farm_2-68B",104.044350680335
"2015","CORN","Central Farm_2-71",103.595128303869
"2015","SOYBEANS","Central Farm_2-71",43.3766251602147
"2015","SOYBEANS","Central Farm_2-72",33.764950077523
"2015","SOYBEANS","Central Farm_4-16",40.9193662723904
"2015","CORN","Central Farm_4-23A",115.172937290865
"2015","SOYBEANS","Central Farm_4-25",48.2994066366767
"2015","SOYBEANS","Central Farm_4-7",21.3290104559605
"2015","SOYBEANS","Central Farm_4-8",54.9009995396811
"2015","SOYBEANS","East Farm_5-1112",47.9221940623253
"2015","WHEAT","East Farm_5-23",40.725830659967
"2015","SOYBEANS","East Farm_5-2A",49.0722802743802
"2015","SOYBEANS","East Farm_5-2B",18.6429121646923
"2015","CORN","East Farm_5-3A",78.0561960481876
"2015","CORN","East Farm_5-3B",74.7239352923017
"2015","CORN","East Farm_5-3C",83.0816330312681
"2015","CORN","East Farm_5-3C1",59.5774161327834
"2015","CORN","East Farm_5-3C2",89.0448618836664
"2015","CORN","East Farm_5-3D",75.4189177025503
"2015","CORN","East Farm_5-3G",34.4492951347028
"2015","SOYBEANS","East Farm_5-3H",46.1390397304144
"2015","SOYBEANS","East Farm_5-45C",9.64334898987667
"2015","CORN","East Farm_5-45D",160.135780872049
"2015","SOYBEANS","East Farm_5-45D",13.3713303686157
"2015","SOYBEANS","East Farm_5-45E",15.0154219420915
"2015","CORN","East Farm_5-5",68.2695365330613
"2015","SOYBEANS","East Farm_5-9",44.0611471347886
"2015","SOYBEANS","East Farm_6-57",21.0954251165444
"2015","SOYBEANS","East Farm_6-59",17.3952605774569
"2015","SOYBEANS","East Farm_6-60",21.9601484987319
"2015","SOYBEANS","East Farm_6-64",22.5797090612841
"2015","SOYBEANS","Linkage Farm_EB-3",34.9682181648749
"2015","SOYBEANS","NorthFarm_NE-3",32.556009813255
"2016","CORN","APU_1-98",125.744033689015
"2016","SOYBEANS","APU_1",43.4062508212887
"2016","CORN","APU_4",134.989476746109
"2016","CORN","APU_5",186.089035326572
"2016","SOYBEANS","APU_7",36.7112712265109
"2016","CORN","Central Farm_1-1",200.760343209726
"2016","SOYBEANS","Central Farm_1-13",48.9963390737931
"2016","WHEAT","Central Farm_1-13",63.6507729943535
"2016","SOYBEANS","Central Farm_1-14A",55.876244898829
"2016","SOYBEANS","Central Farm_1-14B",52.924918368056
"2016","SOYBEANS","Central Farm_1-14C",59.0662390803474
"2016","CORN","Central Farm_1-20B",193.055151255822
"2016","SOYBEANS","Central Farm_1-21",62.2200092847655
"2016","SOYBEANS","Central Farm_1-2B",58.7236986078166
"2016","SOYBEANS","Central Farm_1-2D",61.8396724654217
"2016","CORN","Central Farm_1-32",184.461538392368
"2016","SOYBEANS","Central Farm_1-33",54.5546763969924
"2016","SOYBEANS","Central Farm_1-34",26.7109827293979
"2016","WHEAT","Central Farm_1-34",59.281734972854
"2016","CORN","Central Farm_1-37",195.614584134012
"2016","CORN","Central Farm_1-7",140.627785809254
"2016","CORN","Central Farm_1-9",154.560189283286
"2016","SOYBEANS","Central Farm_2-13",66.6249411666415
"2016","SOYBEANS","Central Farm_2-32A",74.6385489214588
"2016","SOYBEANS","Central Farm_2-32B",44.1510395946416
"2016","WHEAT","Central Farm_2-32B",57.9930561629308
"2016","CORN","Central Farm_2-36",98.8307196203731
"2016","CORN","Central Farm_2-37B",64.2332423770374
"2016","CORN","Central Farm_2-39C",65.7226373476047
"2016","CORN","Central Farm_2-51",183.955634906262
"2016","SOYBEANS","Central Farm_2-66",21.2485115446744
"2016","WHEAT","Central Farm_2-66",58.2605873579048
"2016","SOYBEANS","Central Farm_2-67",32.7256007358946
"2016","WHEAT","Central Farm_2-67",52.6896791847803
"2016","SOYBEANS","Central Farm_2-68A",50.0116864847317
"2016","WHEAT","Central Farm_2-68A",47.935823341393
"2016","SOYBEANS","Central Farm_2-68B",48.2665358449899
"2016","WHEAT","Central Farm_2-68B",42.7813572113558
"2016","CORN","Central Farm_2-71",149.209420943753
"2016","SOYBEANS","Central Farm_2-71",44.6678726616919
"2016","CORN","Central Farm_2-72",155.971429672835
"2016","SOYBEANS","Central Farm_2-72",28.7153192235881
"2016","WHEAT","Central Farm_2-72",52.8596278665541
"2016","SOYBEANS","Central Farm_4-16",32.0844212374261
"2016","WHEAT","Central Farm_4-16",39.3212890522454
"2016","SOYBEANS","Central Farm_4-25",31.5930704069933
"2016","WHEAT","Central Farm_4-25",55.322880930405
"2016","WHEAT","Central Farm_4-8",42.9804647073691
"2016","CORN","East Farm_5-12",166.650343232574
"2016","SOYBEANS","East Farm_5-23",23.811535660274
"2016","SOYBEANS","East Farm_5-2A",62.6928227381465
"2016","SOYBEANS","East Farm_5-2B",55.4559744493209
"2016","CORN","East Farm_5-3A",148.509870169777
"2016","CORN","East Farm_5-3B",129.336013523319
"2016","CORN","East Farm_5-3C",132.945044234295
"2016","CORN","East Farm_5-3C1",105.74488359697
"2016","CORN","East Farm_5-3C2",122.286154296268
"2016","CORN","East Farm_5-3D",94.6284067800942
"2016","CORN","East Farm_5-3G",183.232295162706
"2016","CORN","East Farm_5-3H",124.120257188112
"2016","SOYBEANS","East Farm_5-45A",39.012310245121
"2016","CORN","East Farm_5-45C",126.656924142446
"2016","CORN","East Farm_5-45D",140.761297202197
"2016","CORN","East Farm_5-45E",102.07337841649
"2016","CORN","East Farm_5-5",127.626446321475
"2016","CORN","East Farm_6-59",124.449707479677
"2016","SOYBEANS","East Farm_6-60",42.3671800101676
"2016","SOYBEANS","East Farm_6-64",39.3911524971763
"2016","SOYBEANS","Linkage Farm_EB-3",53.9153449453222
"2017","SOYBEANS","APU_1-98",44.9145913599337
"2017","SOYBEANS","APU_7",44.7422391096263
"2017","SOYBEANS","Central Farm_1-1",68.069803076419
"2017","SOYBEANS","Central Farm_1-11",79.4065547911282
"2017","CORN","Central Farm_1-13",164.837346259584
"2017","SOYBEANS","Central Farm_1-14B",62.5393982181623
"2017","SOYBEANS","Central Farm_1-14C",73.3758553600408
"2017","SOYBEANS","Central Farm_1-20A",65.8375774799007
"2017","SOYBEANS","Central Farm_1-20B",60.8875599037983
"2017","SOYBEANS","Central Farm_1-20C",80.3235140312607
"2017","SOYBEANS","Central Farm_1-21",77.0047887058581
"2017","SOYBEANS","Central Farm_1-2B",48.1619070058969
"2017","WHEAT","Central Farm_1-2B",52.5597411866978
"2017","SOYBEANS","Central Farm_1-2D",41.0713164450108
"2017","WHEAT","Central Farm_1-2D",56.2580115321405
"2017","SOYBEANS","Central Farm_1-32",74.7896882407987
"2017","SOYBEANS","Central Farm_1-33",54.2109788243876
"2017","SOYBEANS","Central Farm_1-37",68.2762322277862
"2017","CORN","Central Farm_1-7",164.805428823416
"2017","CORN","Central Farm_1-9",157.240045263868
"2017","SOYBEANS","Central Farm_2-13",38.3078829158216
"2017","WHEAT","Central Farm_2-13",54.5609376356597
"2017","SOYBEANS","Central Farm_2-32B",54.6441927242941
"2017","SOYBEANS","Central Farm_2-36",50.2414947631042
"2017","SOYBEANS","Central Farm_2-37B",42.2886639724754
"2017","WHEAT","Central Farm_2-37B",55.8007565058634
"2017","SOYBEANS","Central Farm_2-39C",47.7583545604638
"2017","WHEAT","Central Farm_2-39C",68.0470716087483
"2017","CORN","Central Farm_2-43",164.9159106568
"2017","SOYBEANS","Central Farm_2-51",58.599676674679
"2017","SOYBEANS","Central Farm_2-66",40.9797956088188
"2017","SOYBEANS","Central Farm_2-67",27.6464519008513
"2017","WHEAT","Central Farm_2-67",33.6194063194832
"2017","CORN","Central Farm_2-71",92.0948548242286
"2017","SOYBEANS","Central Farm_2-71",39.5502759155388
"2017","CORN","Central Farm_2-72",102.011356705836
"2017","SOYBEANS","Central Farm_2-72",30.6005880093121
"2017","WHEAT","Central Farm_2-72",55.2357244127041
"2017","CORN","Central Farm_4-16",109.366010692385
"2017","CORN","Central Farm_4-25",113.899987151824
"2017","SOYBEANS","Central Farm_4-25",35.1347825917989
"2017","CORN","Central Farm_4-7",55.865640221151
"2017","CORN","Central Farm_4-8",104.557181379188
"2017","SOYBEANS","East Farm_5-1112",54.4927909317083
"2017","CORN","East Farm_5-3A",116.551900741593
"2017","CORN","East Farm_5-3C2",84.8086002027217
"2017","CORN","East Farm_5-3H",89.4959264025811
"2017","CORN","East Farm_5-5",120.463083507213
"2017","SOYBEANS","East Farm_6-57",48.7162624876445
"2017","CORN","East Farm_6-59",96.2020825372226
"2017","SOYBEANS","East Farm_6-60",50.2846559388782
"2017","SOYBEANS","East Farm_6-64",43.493233622015
"2017","SOYBEANS","Linkage Farm_EB-3",33.6989342388094
"2017","WHEAT","Linkage Farm_EB-3",46.744671129045
"2017","WHEAT","North Farm_ND-1-B",35.8168194118299
"2017","WHEAT","North Farm_NE-3",53.3108010331592
"2017","CORN","North Farm_NG-1-6",142.497419458426
"2018","SOYBEANS","APU_1",42.3232616678215
"2018","SOYBEANS","APU_4",48.0981513812457
"2018","SOYBEANS","APU_5",50.0243651762506
"2018","SOYBEANS","Central Farm_1-13",56.859376707821
"2018","WHEAT","Central Farm_1-14B",46.6190764556291
"2018","WHEAT","Central Farm_1-14C",53.0353410003812
"2018","SOYBEANS","Central Farm_1-15",59.0224876514747
"2018","SOYBEANS","Central Farm_1-20A",47.2030886920345
"2018","SOYBEANS","Central Farm_1-20B",44.3456744496049
"2018","SOYBEANS","Central Farm_1-20C",52.678179783236
"2018","WHEAT","Central Farm_1-21",59.9766727641477
"2018","SOYBEANS","Central Farm_1-32",16.4851934011181
"2018","WHEAT","Central Farm_1-32",54.9313613530633
"2018","WHEAT","Central Farm_1-33",37.6854908768135
"2018","WHEAT","Central Farm_1-37",52.7261660581575
"2018","SOYBEANS","Central Farm_2-32A",51.9357744261433
"2018","CORN","Central Farm_2-37B",70.2146679144294
"2018","CORN","Central Farm_2-39C",101.612897700355
"2018","CORN","Central Farm_2-68A",129.46415882139
"2018","CORN","Central Farm_2-68B",114.605195205371
"2018","SOYBEANS","Central Farm_2-71",36.3484407753892
"2018","SOYBEANS","Central Farm_4-16",40.0029792019535
"2018","SOYBEANS","Central Farm_4-23A",32.7441755094949
"2018","SOYBEANS","Central Farm_4-7",36.4998117936044
"2018","SOYBEANS","Central Farm_4-8",60.7448822568139
"2018","CORN","East Farm_5-1112",97.1113957169929
"2018","SOYBEANS","East Farm_5-23",39.1865302458223
"2018","WHEAT","East Farm_5-2A",34.7981057645973
"2018","WHEAT","East Farm_5-2B",40.109346672416
"2018","SOYBEANS","East Farm_5-3A",43.122558260784
"2018","SOYBEANS","East Farm_5-3B",39.3086786153229
"2018","SOYBEANS","East Farm_5-3C",44.7226145730322
"2018","SOYBEANS","East Farm_5-3C1",36.3078040940664
"2018","SOYBEANS","East Farm_5-3C2",39.0594041997736
"2018","SOYBEANS","East Farm_5-3D",41.5677381902051
"2018","SOYBEANS","East Farm_5-3G",40.3065284947974
"2018","SOYBEANS","East Farm_5-3H",25.7206150547151
"2018","WHEAT","East Farm_5-45A",42.3783711568871
"2018","SOYBEANS","East Farm_6-57",37.4391966652949
"2018","CORN","East Farm_6-60",61.555213770986
"2018","SOYBEANS","East Farm_6-64",35.4533319700193
"2018","SOYBEANS","Linkage Farm_EB-3",16.8636006981462
"2018","SOYBEANS","Linkage Farm_EB-7-D",41.7797940951675
"2018","SOYBEANS","North Farm_NC-1",50.7167078997638
"2018","SOYBEANS","North Farm_NC-16",37.3675278966207
"2018","SOYBEANS","North Farm_NC-2-B",34.754065208678
"2018","SOYBEANS","North Farm_NC-6",44.0529267293102
"2018","SOYBEANS","North Farm_ND-5",46.9946877307579
"2018","SOYBEANS","North Farm_NE-6",53.0346355189718
"2018","SOYBEANS","North Farm_NE-7-A",52.5004529056386
"2018","SOYBEANS","North Farm_NE-7-B",43.6640488811742
"2018","CORN","North Farm_NE-8",53.4863750180628
"2018","SOYBEANS","North Farm_NF-2-A",33.5031499400619
"2018","SOYBEANS","North Farm_NF-8-15",47.9517714099967
"2018","SOYBEANS","North Farm_NG-1-6",58.8249064876473
"2018","SOYBEANS","North Farm_NH-1-A",57.8957391474797
"2018","SOYBEANS","North Farm_NH-1-B",47.4843199816617
"2018","SOYBEANS","North Farm_NH-2",47.4095342638298
"2018","CORN","South Farm_SF-8&9",56.1957672681965
"2019","SOYBEANS","APU_1-98",45.0373069598429
"2019","SOYBEANS","APU_1",35.214851863299
"2019","SOYBEANS","APU_30",31.9377026654883
"2019","SOYBEANS","APU_4",38.3535940344564
"2019","SOYBEANS","APU_5",48.3146641013455
"2019","SOYBEANS","APU_7",31.2595503860626
"2019","WHEAT","APU_7",48.6529648789595
"2019","SOYBEANS","Central Farm_1-1",47.8112611741861
"2019","SOYBEANS","Central Farm_1-11",40.5675340892571
"2019","SOYBEANS","Central Farm_1-13",39.8349324507679
"2019","WHEAT","Central Farm_1-13",46.2949326156724
"2019","WHEAT","Central Farm_1-14A",45.2005411650286
"2019","CORN","Central Farm_1-14B",101.226144460896
"2019","WHEAT","Central Farm_1-14B",33.7212210621553
"2019","CORN","Central Farm_1-14C",120.211573639347
"2019","WHEAT","Central Farm_1-14C",24.6180989775773
"2019","SOYBEANS","Central Farm_1-15",44.3897224528782
"2019","WHEAT","Central Farm_1-15",66.2733396724653
"2019","SOYBEANS","Central Farm_1-20A",39.0649424375851
"2019","WHEAT","Central Farm_1-20A",50.2637980892914
"2019","CORN","Central Farm_1-20B",139.063265149347
"2019","CORN","Central Farm_1-20C",159.603462513431
"2019","SOYBEANS","Central Farm_1-21",39.3508539587764
"2019","CORN","Central Farm_1-2A",154.018784301976
"2019","SOYBEANS","Central Farm_1-33",46.8317431374075
"2019","SOYBEANS","Central Farm_1-34",38.0994481418046
"2019","SOYBEANS","Central Farm_1-7",45.6835766647563
"2019","CORN","Central Farm_2-32A",155.732700903585
"2019","CORN","Central Farm_2-32C",124.133568067726
"2019","SOYBEANS","Central Farm_2-36",29.8918845916923
"2019","SOYBEANS","Central Farm_2-37B",41.7852149776441
"2019","SOYBEANS","Central Farm_2-39C",45.2816649641727
"2019","SOYBEANS","Central Farm_2-43",45.1701147748008
"2019","SOYBEANS","Central Farm_2-51",34.434247944303
"2019","SOYBEANS","Central Farm_2-66",34.7880154678545
"2019","SOYBEANS","Central Farm_2-67",33.0279516814857
"2019","SOYBEANS","Central Farm_2-68A",43.3407580438488
"2019","SOYBEANS","Central Farm_2-68B",38.5209008729331
"2019","CORN","Central Farm_2-71",102.210312903975
"2019","WHEAT","Central Farm_2-72",37.2031470833393
"2019","SOYBEANS","Central Farm_4-16",33.7478866761255
"2019","SOYBEANS","Central Farm_4-23A",33.3638633801753
"2019","SOYBEANS","Central Farm_4-8",37.9741565792865
"2019","SOYBEANS","East Farm_5-1112",44.6153715832386
"2019","CORN","East Farm_5-23",114.342201524363
"2019","CORN","East Farm_5-3A",157.468609627892
"2019","CORN","East Farm_5-3B",108.046067194837
"2019","CORN","East Farm_5-3C",102.189437766071
"2019","CORN","East Farm_5-3C1",87.5732118431044
"2019","CORN","East Farm_5-3C2",94.1277421789976
"2019","CORN","East Farm_5-3D",88.5598804789481
"2019","CORN","East Farm_5-3G",140.019164062408
"2019","CORN","East Farm_5-3H",99.9609456154016
"2019","CORN","East Farm_5-45A",81.6538054261219
"2019","CORN","East Farm_5-5",149.048200861753
"2019","CORN","East Farm_6-57",99.8385482961302
"2019","CORN","East Farm_6-59",70.8568936383512
"2019","CORN","East Farm_6-60",82.2665682280584
"2019","CORN","East Farm_6-64",84.1136962358936
"2019","CORN","Linkage Farm_EB-3",111.10403195792
"2019","SOYBEANS","North Farm_NC-1",31.2701301832457
"2019","SOYBEANS","North Farm_NC-2-B",21.0980472955447
"2019","SOYBEANS","North Farm_NC-6",24.701841052973
"2019","SOYBEANS","North Farm_ND-5",35.332720620404
"2019","SOYBEANS","North Farm_NE-3",47.0157140040356
"2019","SOYBEANS","North Farm_NE-7-A",33.0377351483728
"2019","SOYBEANS","North Farm_NE-7-B",29.9966006219387
"2019","SOYBEANS","North Farm_NF-2-A",19.9129671042679
"2019","SOYBEANS","North Farm_NF-8-15",39.4942291048605
"2019","SOYBEANS","North Farm_NG-1-6",35.6899840918822
"2019","SOYBEANS","North Farm_NH-1-A",53.1636188942709
"2019","SOYBEANS","North Farm_NH-1-B",40.7105917993621
